id,created_at,likes,name,url,daily_likes
02005,2024-08-02 14:27:46+00:00,25,Pete || Hunter & Home Made Bombs,https://arkhamdb.com/decklist/view/49736/pete-hunter-home-made-bombs-1.0,1.830710826163218e-11
02005,2022-03-28 17:09:49+00:00,464,Pete the Underdog|Revised+TDL+EotE|Beginner Deck Guide,https://arkhamdb.com/decklist/view/36538/pete-the-underdog-revised-tdl-eote-beginner-deck-guide-1.0,1.454230739307563e-11
02005,2023-12-18 02:59:36+00:00,47,Power Pete - Failure's Not An Option,https://arkhamdb.com/decklist/view/45956/power-pete-failure-s-not-an-option-1.0,1.1501485382787026e-11
02005,2022-04-13 09:30:00+00:00,347,Kirby & Ashcan (Deck Guide),https://arkhamdb.com/decklist/view/36735/kirby-ashcan-deck-guide-1.0,1.1307315033547746e-11
02005,2022-09-24 22:25:12+00:00,137,True Solo Campaign Breaker,https://arkhamdb.com/decklist/view/39220/true-solo-campaign-breaker-1.0,7.0299201779576e-12
02005,2023-03-05 15:14:27+00:00,68,"Unstoppable Survivor (True Solo, Normal/Hard) Updated 2023",https://arkhamdb.com/decklist/view/41907/unstoppable-survivor-true-solo-normal-hard-updated-2023-2.0,5.748721385454619e-12
02005,2024-03-11 04:57:24+00:00,15,Learning True Solo (#3) - Zero-Setup Ashcan Pete,https://arkhamdb.com/decklist/view/47590/learning-true-solo-3-zero-setup-ashcan-pete-1.0,5.3126659109856305e-12
03001,2023-02-25 00:23:17+00:00,256,Eco-pimp My Gun Mark|20k Series|Deck Guide,https://arkhamdb.com/decklist/view/41761/eco-pimp-my-gun-mark-20k-series-deck-guide-1.0,2.101630358659332e-11
03001,2022-05-27 15:51:37+00:00,464,Mythos Busting Mark|Beginner Deck Guide Series,https://arkhamdb.com/decklist/view/37361/mythos-busting-mark-beginner-deck-guide-series-1.0,1.703149809916326e-11
03001,2024-12-02 22:14:31+00:00,5,"Mr. Flame Harrigan, out walking the dog",https://arkhamdb.com/decklist/view/51959/mr-flame-harrigan-out-walking-the-dog-1.0,7.570376938889414e-12
03001,2024-04-18 19:39:59+00:00,17,A cara perro (Mola Mazo 0px),https://arkhamdb.com/decklist/view/48204/a-cara-perro-mola-mazo-0px-1.0,7.232776720619534e-12
03001,2024-10-30 13:03:39+00:00,3,"Mark Harrigan the ""Universal Soldier""",https://arkhamdb.com/decklist/view/51465/mark-harrigan-the-universal-soldier-1.0,3.684862414433315e-12
03001,2021-07-30 19:12:44+00:00,189,Mark Harrigan - How to kill an Elder God,https://arkhamdb.com/decklist/view/32227/mark-harrigan-how-to-kill-an-elder-god-2.0,3.313767680097155e-12
03001,2024-10-11 16:51:29+00:00,2,"Shotgun Sniper Mark [3 players, 2 Campaigns] 0-107xp",https://arkhamdb.com/decklist/view/51160/shotgun-sniper-mark-3-players-2-campaigns-0-107xp-1.0,2.187779112498759e-12
03001,2022-11-18 18:17:03+00:00,36,Mark Harrigan: Mage Knight | Beginner's Guide,https://arkhamdb.com/decklist/view/40151/mark-harrigan-mage-knight-beginner-s-guide-1.0,2.1742001253123906e-12
03001,2020-06-05 16:14:17+00:00,277,Mark Harrigan: Veteran Sniper,https://arkhamdb.com/decklist/view/23386/mark-harrigan-veteran-sniper-2.0,2.0699850289393945e-12
